Unidad;Tipo de Gasto;Auxiliar;Código concepto;Concepto;Recurso;Valor inicial;Valor apropiacion;Acumulado compromiso;Acumulado pago;Fecha final
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";10.1 - Aportes Nación - PIC Convencional;$ 0.00;$ 79,300,000.00;$ 79,300,000.00;$ 17,043,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";10.1 - Aportes Nación - PIC Convencional;$ 0.00;$ 9,600,000.00;$ 9,600,000.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;10.1 - Aportes Nación - PIC Convencional;$ 0.00;$ 270,146,963.00;$ 268,866,963.00;$ 158,237,271.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;10.1 - Aportes Nación - PIC Convencional;$ 0.00;$ 256,943,666.00;$ 242,846,332.00;$ 136,427,749.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.04.05.001;Membresías nacionales;10.1 - Aportes Nación - PIC Convencional;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.03;Tasas y derechos administrativos;10.1 - Aportes Nación - PIC Convencional;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.001;"Minerales; electricidad, gas y agua";10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 865,579,890.56;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 70,897,893.00;$ 57,054,937.00;$ 43,462,914.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.04.05.001;Membresías nacionales;10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.03;Tasas y derechos administrativos;10.2 - Aportes Nación - PIC Territorial;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.01.01;Sueldo básico administrativos;10.5 - Aportes Nación - Política de gratuidad;$ 3,083,583,647.00;$ 1,783,583,647.00;$ 1,783,583,647.00;$ 1,783,583,647.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.01.02;Sueldo básico docentes;10.5 - Aportes Nación - Política de gratuidad;$ 2,846,047,059.00;$ 1,346,047,059.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.01.03;Sueldo básico trabajadores oficiales;10.5 - Aportes Nación - Política de gratuidad;$ 481,948,927.00;$ 481,948,927.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.02;Horas extras, dominicales, festivos y recargos;10.5 - Aportes Nación - Política de gratuidad;$ 125,905,589.00;$ 125,905,589.00;$ 82,592,896.00;$ 82,592,896.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.03;Gastos de representación;10.5 - Aportes Nación - Política de gratuidad;$ 2,640,999,487.00;$ 2,640,999,487.00;$ 2,640,999,487.00;$ 2,640,999,487.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.06.01;Prima de servicio administrativos;10.5 - Aportes Nación - Política de gratuidad;$ 306,234,094.00;$ 306,234,094.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.06.02;Prima de servicio docentes;10.5 - Aportes Nación - Política de gratuidad;$ 603,797,517.00;$ 603,797,517.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.06.03;Prima de servicio trabajadores oficiales;10.5 - Aportes Nación - Política de gratuidad;$ 61,084,452.00;$ 61,084,452.00;$ 9,050,462.00;$ 9,050,462.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.07.01;Bonificación por servicios prestados administrativos;10.5 - Aportes Nación - Política de gratuidad;$ 107,752,453.00;$ 107,752,453.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.07.02;Bonificación por servicios prestados docentes;10.5 - Aportes Nación - Política de gratuidad;$ 181,640,927.00;$ 181,640,927.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.07.03;Bonificación por servicios prestados trabajadores oficiales;10.5 - Aportes Nación - Política de gratuidad;$ 120,105,694.00;$ 120,105,694.00;$ 120,105,694.00;$ 120,105,694.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.001.09;Prima técnica salarial;10.5 - Aportes Nación - Política de gratuidad;$ 47,172,946.00;$ 47,172,946.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.01.002.12.02.02;Beneficios a los empleados a largo plazo trabajadores oficiales;10.5 - Aportes Nación - Política de gratuidad;$ 86,405,428.00;$ 86,405,428.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.02.001;Aportes a la seguridad social en pensiones;10.5 - Aportes Nación - Política de gratuidad;$ 965,006,788.00;$ 965,006,788.00;$ 961,354,388.00;$ 961,354,388.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.02.002;Aportes a la seguridad social en salud;10.5 - Aportes Nación - Política de gratuidad;$ 823,182,998.00;$ 823,182,998.00;$ 823,182,998.00;$ 823,182,998.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.02.003;Aportes de cesantías ;10.5 - Aportes Nación - Política de gratuidad;$ 945,540,266.00;$ 945,540,266.00;$ 909,398,454.00;$ 909,398,454.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.02.004;Aportes a cajas de compensación familiar;10.5 - Aportes Nación - Política de gratuidad;$ 429,505,309.00;$ 429,505,309.00;$ 429,505,309.00;$ 429,505,309.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.02.005;Aportes generales al sistema de riesgos laborales;10.5 - Aportes Nación - Política de gratuidad;$ 78,180,504.00;$ 78,180,504.00;$ 78,180,504.00;$ 78,180,504.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.01.02.006;Aportes al ICBF;10.5 - Aportes Nación - Política de gratuidad;$ 287,889,006.00;$ 287,889,006.00;$ 287,889,006.00;$ 287,889,006.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.01.001.01.02;Sueldo básico docentes ocasionales;10.5 - Aportes Nación - Política de gratuidad;$ 3,999,375,108.00;$ 3,999,375,108.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.01.001.01.03;Sueldo básico docentes catédraticos;10.5 - Aportes Nación - Política de gratuidad;$ 77,321,745.00;$ 77,321,745.00;$ 77,321,745.00;$ 77,321,745.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.001;Aportes a la seguridad social en pensiones;10.5 - Aportes Nación - Política de gratuidad;$ 777,610,294.00;$ 777,610,294.00;$ 275,133,300.00;$ 275,133,300.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.002;Aportes a la seguridad social en salud;10.5 - Aportes Nación - Política de gratuidad;$ 569,090,146.00;$ 69,090,146.00;$ 69,090,146.00;$ 69,090,146.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.003;Aportes de cesantías ;10.5 - Aportes Nación - Política de gratuidad;$ 580,964,477.00;$ 580,964,477.00;$ 425,894,782.00;$ 425,894,782.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.004;Aportes a cajas de compensación familiar;10.5 - Aportes Nación - Política de gratuidad;$ 275,462,952.00;$ 275,462,952.00;$ 205,197,900.00;$ 205,197,900.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal; - N/A;2.1.1.02.02.006;Aportes al ICBF;10.5 - Aportes Nación - Política de gratuidad;$ 206,619,330.00;$ 206,619,330.00;$ 153,913,900.00;$ 153,913,900.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento; - N/A;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;10.5 - Aportes Nación - Política de gratuidad;$ 0.00;$ 1,800,000,000.00;$ 1,798,339,496.00;$ 1,604,052,593.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.3 Transferencias Corrientes; - N/A;2.1.3.07.02.011;Devolución de Dotación;10.5 - Aportes Nación - Política de gratuidad;$ 0.00;$ 50,000,000.00;$ 45,396,312.00;$ 24,464,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.01.14;Gravamen a los movimientos financieros;10.5 - Aportes Nación - Política de gratuidad;$ 0.00;$ 270,000,000.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.1.8 Tasas y Multas; - N/A;2.1.8.01.52;Impuesto predial unificado;10.5 - Aportes Nación - Política de gratuidad;$ 0.00;$ 1,180,000,000.00;$ 1,134,043,000.00;$ 1,134,043,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.1.1 - Transformación de la estructura académica y curricular para la excelencia académica;2.3.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);12 - Estampillas Otras Universidades;$ 259,267,504.00;$ 259,465,004.30;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.1.1 - Transformación de la estructura académica y curricular para la excelencia académica;2.3.2.02.01.004;Productos metálicos, maquinaria y equipo;12 - Estampillas Otras Universidades;$ 0.00;$ 110,744.14;$ 110,744.14;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.01.000;Agricultura, silvicultura y productos de la pesca;12 - Estampillas Otras Universidades;$ 5,000,000.00;$ 5,000,000.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.01.002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";12 - Estampillas Otras Universidades;$ 10,000,000.00;$ 8,500,000.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);12 - Estampillas Otras Universidades;$ 100,000,000.00;$ 97,528,670.00;$ 31,606,628.77;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.01.004;Productos metálicos, maquinaria y equipo;12 - Estampillas Otras Universidades;$ 100,000,000.00;$ 132,097,400.18;$ 30,024,376.99;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.2 - Fortalecimiento e implementación de capacidades institucionales para el desarrollo tecnológico, la innovación,  creación y el emprendimiento como mecanismo para la generación de valor;2.3.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);12 - Estampillas Otras Universidades;$ 60,000,000.00;$ 76,295,600.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.2 - Fortalecimiento e implementación de capacidades institucionales para el desarrollo tecnológico, la innovación,  creación y el emprendimiento como mecanismo para la generación de valor;2.3.2.02.01.004;Productos metálicos, maquinaria y equipo;12 - Estampillas Otras Universidades;$ 60,000,000.00;$ 217,078,786.76;$ 42,497,118.23;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;"23.2.4.1 - Contribuir con la formación integral, calidad de vida y construcción de
comunidad, a través de proyectos que respondan
a necesidades e intereses de los estamentos, en el marco de una universidad saludable.";2.3.2.02.01.002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";12 - Estampillas Otras Universidades;$ 0.00;$ 230,868.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;"23.2.4.1 - Contribuir con la formación integral, calidad de vida y construcción de
comunidad, a través de proyectos que respondan
a necesidades e intereses de los estamentos, en el marco de una universidad saludable.";2.3.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);12 - Estampillas Otras Universidades;$ 0.00;$ 669,920,442.93;$ 666,028,368.73;$ 199,574,249.33;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.1.1 - Mejoramiento del nivel de conectividad y acceso a la red de datos para los servicios de tecnología e información ;2.3.2.02.01.004;Productos metálicos, maquinaria y equipo;12 - Estampillas Otras Universidades;$ 514,935,610.00;$ 1,116,049,864.36;$ 1,056,251,040.85;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.3.1 - Fortalecimiento de la infraestructura física para el campus amigable;2.3.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);12 - Estampillas Otras Universidades;$ 639,670,164.00;$ 811,031,537.74;$ 34,308,159.80;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.3.1 - Fortalecimiento de la infraestructura física para el campus amigable;2.3.2.02.01.004;Productos metálicos, maquinaria y equipo;12 - Estampillas Otras Universidades;$ 0.00;$ 1,507,270,892.79;$ 988,049,892.79;$ 155,624,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.1.1 - Transformación de la estructura académica y curricular para la excelencia académica;2.3.2.02.02.005;Construcción y servicios de la construcción;12 - Estampillas Otras Universidades;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.1.1 - Transformación de la estructura académica y curricular para la excelencia académica;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;12 - Estampillas Otras Universidades;$ 448,338,195.00;$ 478,608,595.00;$ 28,746,667.00;$ 13,720,000.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.1.1 - Transformación de la estructura académica y curricular para la excelencia académica;2.3.2.02.02.009.00;Servicios para la comunidad, sociales y personales;12 - Estampillas Otras Universidades;$ 0.00;$ 234,086.60;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";12 - Estampillas Otras Universidades;$ 100,000,000.00;$ 113,890,543.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.02.007;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";12 - Estampillas Otras Universidades;$ 5,000,000.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;12 - Estampillas Otras Universidades;$ 1,983,177,794.00;$ 2,820,243,465.45;$ 2,454,502,112.10;$ 1,129,587,645.40;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.02.009.00;Servicios para la comunidad, sociales y personales;12 - Estampillas Otras Universidades;$ 155,000,000.00;$ 164,280,578.70;$ 21,034,664.30;$ 10,172,760.30;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.1 - Implementación y modernización de las capacidades institucionales de investigación al servicio de las comunidades;2.3.2.02.02.010;Viáticos de los funcionarios en comisión;12 - Estampillas Otras Universidades;$ 250,000,000.00;$ 248,891,398.50;$ 198,694,869.47;$ 198,694,869.47;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.2 - Fortalecimiento e implementación de capacidades institucionales para el desarrollo tecnológico, la innovación,  creación y el emprendimiento como mecanismo para la generación de valor;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;12 - Estampillas Otras Universidades;$ 254,474,166.00;$ 573,069,766.00;$ 431,811,280.00;$ 174,139,670.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.2 - Fortalecimiento e implementación de capacidades institucionales para el desarrollo tecnológico, la innovación,  creación y el emprendimiento como mecanismo para la generación de valor;2.3.2.02.02.009.00;Servicios para la comunidad, sociales y personales;12 - Estampillas Otras Universidades;$ 0.00;$ 15,066,819.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.2 - Fortalecimiento e implementación de capacidades institucionales para el desarrollo tecnológico, la innovación,  creación y el emprendimiento como mecanismo para la generación de valor;2.3.2.02.02.010;Viáticos de los funcionarios en comisión;12 - Estampillas Otras Universidades;$ 10,000,000.00;$ 10,000,000.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.1.2.3 - Extensión y proyección social como estrategia para el desarrollo en los territorios;2.3.2.02.02.009.00;Servicios para la comunidad, sociales y personales;12 - Estampillas Otras Universidades;$ 0.00;$ 0.60;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.2.2.1 - Modernización de la gestión y eficiencia administrativa;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;12 - Estampillas Otras Universidades;$ 0.00;$ 29,895,525.13;$ 29,783,961.57;$ 27,627,975.04;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;"23.2.4.1 - Contribuir con la formación integral, calidad de vida y construcción de
comunidad, a través de proyectos que respondan
a necesidades e intereses de los estamentos, en el marco de una universidad saludable.";2.3.2.02.02.005;Construcción y servicios de la construcción;12 - Estampillas Otras Universidades;$ 0.00;$ 833,948,565.07;$ 828,731,590.56;$ 73,446,641.93;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;"23.2.4.1 - Contribuir con la formación integral, calidad de vida y construcción de
comunidad, a través de proyectos que respondan
a necesidades e intereses de los estamentos, en el marco de una universidad saludable.";2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;12 - Estampillas Otras Universidades;$ 0.00;$ 1,501,264,400.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;"23.2.4.1 - Contribuir con la formación integral, calidad de vida y construcción de
comunidad, a través de proyectos que respondan
a necesidades e intereses de los estamentos, en el marco de una universidad saludable.";2.3.2.02.02.010;Viáticos de los funcionarios en comisión;12 - Estampillas Otras Universidades;$ 0.00;$ 800.00;$ 0.00;$ 0.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.1.1 - Mejoramiento del nivel de conectividad y acceso a la red de datos para los servicios de tecnología e información ;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;12 - Estampillas Otras Universidades;$ 160,000,000.00;$ 636,573,027.81;$ 560,759,663.24;$ 233,531,706.74;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.2.1 - Transformación digital;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;12 - Estampillas Otras Universidades;$ 0.00;$ 67,959,749.00;$ 38,667,660.00;$ 22,688,280.00;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.3.1 - Fortalecimiento de la infraestructura física para el campus amigable;2.3.2.02.02.005;Construcción y servicios de la construcción;12 - Estampillas Otras Universidades;$ 300,000,000.00;$ 4,038,489,196.23;$ 472,632,859.13;$ 107,217,821.10;31/08/2026
01 - ADMINISTRATIVA Y FINANCIERA;2.3 Gastos de Inversión;23.3.3.1 - Fortalecimiento de la infraestructura física para el campus amigable;2.3.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;12 - Estampillas Otras Universidades;$ 0.00;$ 327,680,448.03;$ 270,183,730.00;$ 160,703,538.00;31/08/2026
